사람	0.6567296261665458
판매	0.6403367451972067
네이버	0.634102957046168
랜드	0.6007791172276165
당신	0.5982292153524349
시간	0.5921788342072694
강원	0.5912736997520667
이상	0.5912736997520667
글	0.6912736997520667
말	0.5912736997520667
생각	0.5907888693838043
로또	0.5884277075251431
세월호	0.5871210974694455
세대차이	0.5871210974694455
하나	0.5861172995020408
사랑	0.5819818193162701
신라	0.5819818193162701
사진	0.5801588982379119
콘서트	0.5751369113342415
그림	0.5748051628919357
친구	0.573675877436953
오빠	0.5728346933060094
마음	0.5721470507838258
서울	0.570527951313365
출국	0.5621698863220873
인천공항	0.5608342076570313
소라	0.55821664690723
얼굴	0.5581276710138428
생일	0.5551720266258403
노래	0.5542602093595645
그거	0.5539299451496986
남자	0.549663252215757
하루	0.5494365645970445
스카이프	0.5488284180294287
코리아	0.5474662390627587
영등포	0.5473363402355217
란찡링작업팀입	0.5471801399218281
아이	0.5469974606349728
이름	0.5459177133995616
여름	0.5437338554583054
의원	0.5435418598412057
아시안	0.5427407403059293
게임	0.5420706768920107
한국어	0.5416203454554356
한국	0.5416203454554356
정선	0.5407680135642302
야동	0.5405389454457465
프리뷰	0.5382946083345034
그게	0.5381760118212491
비스트	0.537819001033331
대만	0.5363418354250503
시험	0.5363113592798823
이기	0.5360364698644736
페가수스	0.5354525461855327
보기	0.5352980617232186
여자	0.5334486828958991
가입	0.5320366667633479
부산	0.530727591259511
머리	0.5306614845909938
정도	0.529963534843499
주소	0.5297628241634208
크라운	0.5296286937333208
팬싸인회	0.5296286937333208
트위터	0.5287844518319053
이유	0.5286824489563497
자리	0.5281701728655139
인천	0.5275158121329638
엄마	0.5270645089335658
대통령	0.5263995858497155
일본	0.5263292218037655
박근혜	0.5261177004711439
방법	0.5258346651235407
영화	0.5253365577495759
정보	0.524690833863699
소리	0.5244742500977164
공개	0.524438086978128
동생	0.5243294843835131
플레이	0.5238568987136032
출처	0.5237839066570443
뉴스	0.5232340046234439
국민	0.5231234992483009
기분	0.522827954846706
인간	0.522642598222001
문제	0.522605467397802
기념	0.5209897460898794
아시아	0.5208756046711653
뮤직뱅크	0.5195298916489716
나라	0.5194910565271292
월드	0.5194133210082297
가요	0.5191795904894958
부들	0.5189842117533359
참여	0.5185130456412272
세계	0.5173209382476643
진심	0.5170800388967463
모습	0.5169592748221127
누나	0.5169592748221127
언니	0.516838300173572
제주	0.5162709458395166
번호	0.5162709458395166
고니	0.516189515145474
에이	0.5161487639294068
표정	0.51545230574131
타자	0.5151221257327163
시티	0.5150807425263836
정리	0.5150393346210305
인생	0.5144570139320356
경수	0.5141220515753597
느낌	0.5141220515753597
공항	0.5137432756935351
헬로	0.5137010615496348
헤헤	0.513616556127056
상황	0.5123795179096586
당첨	0.5118611174153817
에프엑스	0.5117309097887497
등당첨	0.5114261382892243
스타	0.5108125491937995
새누리당	0.5107244489364249
나중	0.5105920884320001
가족	0.509703172449191
세부	0.509703172449191
팬사인회	0.5096584262732706
마카오	0.5096136512195321
아빠	0.5089385345395363
아아	0.5082110946552839
업무	0.5081196260285087
보이	0.5072909360300024
처음	0.5069659755138503
싸인회	0.5069659755138503
사설	0.5056032568943464
공부	0.5054607461766047
시작	0.5054131774785743
이번	0.5053179421261327
클릭	0.5050314491793474
최고	0.5044066259304929
고양이	0.5035809654774294
앨범	0.5034342351935666
미국	0.5032381108414508
입국	0.5028935534794748
정부	0.5027453605928861
태풍	0.5025968504897446
사이	0.5020495773924419
세븐	0.5019496077161253
모아	0.5015985750890378
누구	0.50119520800305
사고	0.5011446218226392
이야기	0.500992641601164
타짜	0.5004836228588819
베이	0.5001764093235782
인피니트	0.49919449354903034
여성	0.49909032094183164
눈물	0.49898599168403684
엑소	0.49898599168403684
국회	0.4988815053038065
학교	0.4987768613271662
아마	0.4987768613271662
동영상	0.49819848103399905
정통	0.4978278944195651
유가족	0.4977747915135209
안철수	0.49734849866168584
선배	0.49691957028861977
마사지	0.49686576730541954
청두	0.49648797360369645
카페	0.49605367520049554
사실	0.6958901098358723
두준	0.49578085163477303
여탑	0.49467870068300457
멤버	0.4946231308415398
음악	0.4942328906776676
공유	0.4941769624655622
학생	0.4941769624655622
중국	0.4941209891318608
로얄	0.49378419748330504
취향	0.49190203920515163
금화	0.49190203920515163
참사	0.49178631116604166
대구	0.4915542743498879
심장	0.49149614368594274
영상	0.49120475752322573
찬열	0.4907947499107795
윈스	0.4907947499107795
대한민국	0.49038230487146084
선물	0.4902047893545069
백현	0.489788811574289
강남	0.489788811574289
기간	0.48949015014295416
스타워즈	0.4891300510126141
마닐라	0.48876807309570103
브라질	0.48870755940380556
그녀	0.4884649754386212
양성	0.4884041966845286
내용	0.488099501669721
공연	0.48797724799340064
청와대	0.4876706679834329
예전	0.4876091890752366
가슴	0.48742442480263004
경기	0.48736272720553625
기억	0.48711538668203613
웃음	0.48711538668203613
수도	0.4865556252500117
질문	0.4862426840637726
날씨	0.4858652818093396
팬싸	0.4851680001274137
대표	0.48504046526914846
섹밤	0.484976609817462
해경	0.48491269553992505
마지막	0.4848487223280529
선거	0.4848487223280529
무료	0.48394684778335145
단계	0.4836870012497918
현장	0.48355671211599044
새누리	0.48342617784726793
드라마	0.48322991479316224
거지	0.4830987636324441
하트	0.4830987636324441
배우	0.48237296683071523
발표	0.4823066072432939
조사	0.4817734331044965
운동	0.48150530158869154
주말	0.4813035207095899
사이트	0.4813035207095899
사건	0.68083040382157816
홍콩	0.48076255154882547
감독	0.4802857184460019
영어	0.47987437963222235
안돼	0.47973672295341213
공식	0.47939138155665967
